car_name,brand,model,km_driven,seller_type,fuel_type,transmission_type,seats,selling_price,vehicle_age,mileage,seller_d,Transmission_Auto,Fuel_Petrol,Fuel_electric,Fuel_Diesel,Fuel_CNG,Fuel_LPG,engine,max_power,,,
Honda City,Honda,City,70000,Individual,Petrol,Manual,5,545000,8,16.8,0,0,1,0,0,0,0,1497,116.3,,,
Renault KWID,Renault,KWID,6000,Individual,Petrol,Manual,5,450000,1,22.3,0,0,1,0,0,0,0,799,53.26,,,
Hyundai i20,Hyundai,i20,64000,Dealer,Petrol,Manual,5,480000,4,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Mahindra Scorpio,Mahindra,Scorpio,93000,Dealer,Diesel,Manual,7,1060000,4,15.4,1,0,0,0,1,0,0,1997,120,,,
Maruti Alto,Maruti,Alto,26200,Dealer,Petrol,Manual,5,235000,8,22.74,1,0,1,0,0,0,0,796,47.3,,,
Maruti Baleno,Maruti,Baleno,25000,Individual,Petrol,Manual,5,590000,4,21.4,0,0,1,0,0,0,0,1197,83.1,,,
Toyota Fortuner,Toyota,Fortuner,50000,Dealer,Diesel,Automatic,7,2950000,3,12.9,1,1,0,0,1,0,0,2755,174.5,,,
Hyundai Santro,Hyundai,Santro,80000,Individual,Petrol,Manual,5,110000,13,17.92,0,0,1,0,0,0,0,1086,62.1,,,
Mahindra Scorpio,Mahindra,Scorpio,110000,Individual,Diesel,Manual,5,280000,14,13.5,0,0,0,0,1,0,0,2179,115,,,
Audi A4,Audi,A4,55000,Dealer,Petrol,Automatic,5,1851000,5,17.84,1,1,1,0,0,0,0,1395,147.51,,,
Honda City,Honda,City,25000,Individual,Petrol,Manual,5,750000,3,17.4,0,0,1,0,0,0,0,1497,117.3,,,
Hyundai Grand,Hyundai,Grand,36000,Dealer,Petrol,Manual,5,400000,6,18.9,1,0,1,0,0,0,0,1197,81.86,,,
Maruti Swift Dzire,Maruti,Swift Dzire,40000,Individual,Diesel,Manual,5,530000,6,26.59,0,0,0,0,1,0,0,1248,74,,,
Mahindra Thar,Mahindra,Thar,25000,Individual,Diesel,Manual,6,870000,3,16.55,0,0,0,0,1,0,0,2498,105,,,
Renault KWID,Renault,KWID,30038,Dealer,Petrol,Manual,5,295000,3,25.17,1,0,1,0,0,0,0,799,53.3,,,
Tata Tiago,Tata,Tiago,53000,Individual,Diesel,Manual,5,370000,4,27.28,0,0,0,0,1,0,0,1047,69,,,
Maruti Swift,Maruti,Swift,5000,Individual,Petrol,Manual,5,530000,3,21.21,0,0,1,0,0,0,0,1197,81.8,,,
Renault KWID,Renault,KWID,35000,Individual,Petrol,Automatic,5,350000,4,24.04,0,1,1,0,0,0,0,999,67,,,
Ford Ecosport,Ford,Ecosport,62000,Dealer,Diesel,Manual,5,470000,8,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Ford Aspire,Ford,Aspire,42000,Individual,Diesel,Manual,5,390000,6,25.83,0,0,0,0,1,0,0,1498,99,,,
Mahindra Scorpio,Mahindra,Scorpio,80000,Individual,Diesel,Manual,7,920000,6,15.4,0,0,0,0,1,0,0,2179,120,,,
Mahindra XUV500,Mahindra,XUV500,60000,Individual,Diesel,Manual,7,550000,8,15.1,0,0,0,0,1,0,0,2179,140,,,
Hyundai Verna,Hyundai,Verna,45000,Individual,Diesel,Manual,5,635000,7,22.32,0,0,0,0,1,0,0,1582,126.32,,,
Mahindra XUV500,Mahindra,XUV500,50000,Dealer,Diesel,Automatic,7,1250000,4,16,1,1,0,0,1,0,0,2179,140,,,
Maruti Alto,Maruti,Alto,12000,Individual,Petrol,Manual,5,300000,3,24.7,0,0,1,0,0,0,0,796,47.3,,,
Honda City,Honda,City,12000,Individual,Petrol,Automatic,5,960000,3,18,0,1,1,0,0,0,0,1497,117.6,,,
Maruti Vitara,Maruti,Vitara,15000,Individual,Diesel,Manual,5,750000,3,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Volkswagen Polo,Volkswagen,Polo,63000,Dealer,Petrol,Manual,5,249000,10,16.47,1,0,1,0,0,0,0,1198,73.9,,,
Tata Hexa,Tata,Hexa,30000,Individual,Diesel,Manual,7,1400000,3,17.6,0,0,0,0,1,0,0,2179,153.86,,,
Ford Figo,Ford,Figo,160800,Individual,Diesel,Manual,5,250000,10,20,0,0,0,0,1,0,0,1399,68,,,
Hyundai Verna,Hyundai,Verna,120000,Individual,Diesel,Manual,5,610000,7,22.32,0,0,0,0,1,0,0,1582,126.32,,,
Ford Ecosport,Ford,Ecosport,78247,Dealer,Diesel,Manual,5,545000,5,21.7,1,0,0,0,1,0,0,1498,98.96,,,
Hyundai Verna,Hyundai,Verna,113000,Individual,Diesel,Manual,5,480000,8,22.32,0,0,0,0,1,0,0,1582,126.3,,,
Hyundai i20,Hyundai,i20,52000,Dealer,Petrol,Manual,5,395000,7,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Toyota Innova,Toyota,Innova,109000,Dealer,Diesel,Manual,7,495000,9,12.99,1,0,0,0,1,0,0,2494,100.6,,,
Hyundai Grand,Hyundai,Grand,90000,Individual,Petrol,Manual,5,470000,4,18.9,0,0,1,0,0,0,0,1197,82,,,
Volkswagen Polo,Volkswagen,Polo,98000,Dealer,Diesel,Manual,5,200000,10,22.07,1,0,0,0,1,0,0,1199,73.9,,,
Hyundai i20,Hyundai,i20,20000,Individual,Diesel,Manual,5,699000,5,21.19,0,0,0,0,1,0,0,1396,88.73,,,
Maruti Wagon R,Maruti,Wagon R,21717,Individual,Petrol,Manual,5,340000,7,20.51,0,0,1,0,0,0,0,998,67.04,,,
Renault Duster,Renault,Duster,40000,Individual,Diesel,Manual,5,500000,7,20.45,0,0,0,0,1,0,0,1461,83.8,,,
Honda City,Honda,City,50000,Individual,Petrol,Manual,5,1050000,4,17.14,0,0,1,0,0,0,0,1497,117.6,,,
Renault Duster,Renault,Duster,90000,Individual,Diesel,Manual,5,600000,5,19.6,0,0,0,0,1,0,0,1461,108.45,,,
Maruti Swift,Maruti,Swift,27876,Dealer,Petrol,Manual,5,491000,4,20.4,1,0,1,0,0,0,0,1197,81.8,,,
Land Rover Rover,Land Rover,Rover,56000,Dealer,Petrol,Automatic,5,2890000,5,12.63,1,1,1,0,0,0,0,1999,177,,,
Hyundai i10,Hyundai,i10,57215,Individual,Petrol,Manual,5,160000,13,20.36,0,0,1,0,0,0,0,1197,78.9,,,
Hyundai Venue,Hyundai,Venue,5400,Dealer,Petrol,Manual,5,985000,2,18.27,1,0,1,0,0,0,0,998,118.35,,,
Maruti Swift Dzire,Maruti,Swift Dzire,60000,Individual,Diesel,Manual,5,500000,7,23.4,0,0,0,0,1,0,0,1248,74,,,
Tata Tiago,Tata,Tiago,24800,Individual,Petrol,Manual,5,335000,4,23.84,0,0,1,0,0,0,0,1199,84,,,
Maruti Alto,Maruti,Alto,70000,Individual,Petrol,Manual,5,85000,16,19.7,0,0,1,0,0,0,0,796,46.3,,,
Honda Jazz,Honda,Jazz,20000,Dealer,Petrol,Automatic,5,740000,3,17.1,1,1,1,0,0,0,0,1199,88.51,,,
Maruti Swift,Maruti,Swift,34553,Dealer,Petrol,Manual,5,375000,8,22,1,0,1,0,0,0,0,1197,81.8,,,
Maruti Vitara,Maruti,Vitara,40000,Individual,Diesel,Manual,5,810000,3,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Volkswagen Polo,Volkswagen,Polo,350000,Individual,Petrol,Manual,5,173000,11,16.47,0,0,1,0,0,0,0,1198,73.9,,,
Maruti Vitara,Maruti,Vitara,50000,Individual,Diesel,Manual,5,700000,4,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Mahindra KUV,Mahindra,KUV,70000,Individual,Diesel,Manual,6,310000,5,25.32,0,0,0,0,1,0,0,1198,77,,,
Mahindra Scorpio,Mahindra,Scorpio,120000,Individual,Diesel,Manual,7,850000,4,15.4,0,0,0,0,1,0,0,1997,120,,,
Hyundai i20,Hyundai,i20,90000,Individual,Diesel,Manual,5,285000,8,22.54,0,0,0,0,1,0,0,1396,88.76,,,
Maruti Swift Dzire,Maruti,Swift Dzire,120000,Individual,Diesel,Manual,5,450000,7,23.4,0,0,0,0,1,0,0,1248,74,,,
Hyundai Creta,Hyundai,Creta,80000,Individual,Diesel,Manual,5,1100000,4,19.67,0,0,0,0,1,0,0,1582,126.2,,,
Mahindra Scorpio,Mahindra,Scorpio,30000,Individual,Diesel,Manual,7,1080000,4,15.4,0,0,0,0,1,0,0,1997,120,,,
Honda City,Honda,City,66100,Dealer,Diesel,Manual,5,530000,7,26,1,0,0,0,1,0,0,1498,98.6,,,
Maruti Swift Dzire,Maruti,Swift Dzire,50000,Individual,Diesel,Manual,5,680000,4,28.4,0,0,0,0,1,0,0,1248,74.02,,,
Mahindra Scorpio,Mahindra,Scorpio,42000,Dealer,Diesel,Manual,7,1025000,4,15.4,1,0,0,0,1,0,0,1997,120,,,
Hyundai i20,Hyundai,i20,55000,Individual,Petrol,Manual,5,650000,4,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Hyundai i10,Hyundai,i10,110699,Dealer,Petrol,Manual,5,194000,9,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Maruti Baleno,Maruti,Baleno,5000,Individual,Petrol,Automatic,5,686000,2,21.4,0,1,1,0,0,0,0,1197,83.1,,,
Maruti Alto,Maruti,Alto,50000,Individual,Petrol,Manual,5,200000,5,22.74,0,0,1,0,0,0,0,796,47.3,,,
Maruti Swift Dzire,Maruti,Swift Dzire,44000,Dealer,Petrol,Manual,5,250000,11,19.1,1,0,1,0,0,0,0,1197,85.8,,,
Maruti Vitara,Maruti,Vitara,90000,Individual,Diesel,Manual,5,730000,3,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Hyundai Verna,Hyundai,Verna,55000,Dealer,Petrol,Manual,5,650000,5,17.01,1,0,1,0,0,0,0,1591,121.3,,,
Maruti Vitara,Maruti,Vitara,45000,Dealer,Diesel,Manual,5,790000,4,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Maruti Baleno,Maruti,Baleno,30000,Individual,Petrol,Manual,5,620000,4,21.4,0,0,1,0,0,0,0,1197,83.1,,,
Hyundai Verna,Hyundai,Verna,50000,Individual,Petrol,Manual,5,510000,8,17.01,0,0,1,0,0,0,0,1591,121.3,,,
Maruti Eeco,Maruti,Eeco,20000,Individual,Petrol,Manual,5,375000,8,15.37,0,0,1,0,0,0,0,1196,73,,,
Maruti Swift Dzire,Maruti,Swift Dzire,19843,Trustmark Dealer,Petrol,Automatic,5,620000,4,21.21,0,1,1,0,0,0,0,1197,81.8,,,
Ford Endeavour,Ford,Endeavour,30000,Individual,Diesel,Automatic,7,950000,10,11.4,0,1,0,0,1,0,0,2953,153.86,,,
Toyota Innova,Toyota,Innova,52300,Dealer,Diesel,Manual,7,1450000,4,13.68,1,0,0,0,1,0,0,2393,147.51,,,
Honda City,Honda,City,40000,Individual,Petrol,Automatic,5,845000,5,18,0,1,1,0,0,0,0,1497,117.3,,,
Maruti Swift Dzire,Maruti,Swift Dzire,61500,Dealer,Diesel,Manual,5,390000,7,23.4,1,0,0,0,1,0,0,1248,74,,,
Honda Amaze,Honda,Amaze,59000,Dealer,Petrol,Manual,5,395000,6,18,1,0,1,0,0,0,0,1198,86.7,,,
Hyundai Grand,Hyundai,Grand,40000,Individual,Petrol,Manual,5,450000,3,18.9,0,0,1,0,0,0,0,1197,81.86,,,
Audi A6,Audi,A6,60000,Individual,Diesel,Automatic,5,1700000,8,17.68,0,1,0,0,1,0,0,1968,174.33,,,
Hyundai Grand,Hyundai,Grand,61000,Dealer,Petrol,Manual,5,325000,8,18.9,1,0,1,0,0,0,0,1197,82,,,
Mahindra KUV,Mahindra,KUV,70000,Individual,Diesel,Manual,6,350000,5,25.32,0,0,0,0,1,0,0,1198,77,,,
Mahindra XUV500,Mahindra,XUV500,63000,Dealer,Diesel,Manual,7,650000,8,15.1,1,0,0,0,1,0,0,2179,140,,,
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,58000,Dealer,Petrol,Manual,5,1250000,9,12.3,1,0,1,0,0,0,0,1796,185,,,
Maruti Swift Dzire,Maruti,Swift Dzire,22000,Individual,Diesel,Manual,5,750000,4,28.4,0,0,0,0,1,0,0,1248,74.02,,,
Honda City,Honda,City,57977,Dealer,Petrol,Manual,5,299000,11,17,1,0,1,0,0,0,0,1497,118,,,
Land Rover Rover,Land Rover,Rover,13000,Dealer,Petrol,Automatic,4,7000000,3,12.19,1,1,1,0,0,0,0,1997,237.36,,,
Mini Cooper,Mini,Cooper,67000,Dealer,Petrol,Automatic,4,1325000,9,17.33,1,1,1,0,0,0,0,1998,189.08,,,
Maruti Ertiga,Maruti,Ertiga,48242,Dealer,Diesel,Manual,7,524000,7,20.77,1,0,0,0,1,0,0,1248,88.76,,,
Ford Figo,Ford,Figo,68000,Dealer,Diesel,Manual,5,169000,9,20,1,0,0,0,1,0,0,1399,68.05,,,
Maruti Ertiga,Maruti,Ertiga,40000,Individual,Diesel,Manual,7,500000,7,20.77,0,0,0,0,1,0,0,1248,88.8,,,
Audi Q7,Audi,Q7,98000,Dealer,Diesel,Automatic,7,2000000,9,12.07,1,1,0,0,1,0,0,2967,241.4,,,
Maruti Swift Dzire,Maruti,Swift Dzire,113450,Individual,Diesel,Manual,5,380000,8,23.4,0,0,0,0,1,0,0,1248,74,,,
Maruti Wagon R,Maruti,Wagon R,80000,Individual,Petrol,Automatic,5,400000,3,20.51,0,1,1,0,0,0,0,998,67,,,
Hyundai Santro,Hyundai,Santro,1000,Dealer,Petrol,Automatic,5,565000,1,20.3,1,1,1,0,0,0,0,1086,68,,,
Maruti Wagon R,Maruti,Wagon R,20292,Dealer,Petrol,Manual,5,335000,6,20.51,1,0,1,0,0,0,0,998,67.04,,,
Mahindra Scorpio,Mahindra,Scorpio,67900,Dealer,Diesel,Manual,7,300000,11,12.05,1,0,0,0,1,0,0,2179,120,,,
Mahindra Scorpio,Mahindra,Scorpio,40000,Dealer,Diesel,Manual,7,1051000,6,15.4,1,0,0,0,1,0,0,1997,120,,,
Hyundai Grand,Hyundai,Grand,60000,Individual,Diesel,Manual,5,510000,4,24,0,0,0,0,1,0,0,1186,73.97,,,
Renault KWID,Renault,KWID,25000,Individual,Petrol,Automatic,5,370000,3,24.04,0,1,1,0,0,0,0,999,67,,,
Maruti Wagon R,Maruti,Wagon R,70000,Individual,Petrol,Manual,5,200000,15,18.9,0,0,1,0,0,0,0,998,67.1,,,
Maruti Baleno,Maruti,Baleno,21000,Individual,Diesel,Manual,5,625000,3,27.39,0,0,0,0,1,0,0,1248,74,,,
Mahindra Scorpio,Mahindra,Scorpio,39000,Dealer,Diesel,Manual,7,1290000,3,16.36,1,0,0,0,1,0,0,2179,140,,,
Hyundai Creta,Hyundai,Creta,30000,Dealer,Petrol,Manual,5,890000,4,15.8,1,0,1,0,0,0,0,1591,121.3,,,
Hyundai Verna,Hyundai,Verna,61000,Dealer,Diesel,Manual,5,420000,9,22.32,1,0,0,0,1,0,0,1582,126.3,,,
Maruti Swift,Maruti,Swift,5743,Trustmark Dealer,Petrol,Manual,5,500000,4,20.4,0,0,1,0,0,0,0,1197,83.11,,,
Hyundai Grand,Hyundai,Grand,24200,Individual,Petrol,Manual,5,600000,3,18.9,0,0,1,0,0,0,0,1197,81.86,,,
Maruti Baleno,Maruti,Baleno,57000,Individual,Diesel,Manual,5,590000,4,27.39,0,0,0,0,1,0,0,1248,74,,,
Hyundai i10,Hyundai,i10,58000,Dealer,Petrol,Manual,5,190000,10,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Datsun GO,Datsun,GO,15000,Individual,Petrol,Manual,7,500000,4,19.44,0,0,1,0,0,0,0,1198,67,,,
Maruti Celerio,Maruti,Celerio,10000,Individual,Petrol,Manual,5,450000,4,23.1,0,0,1,0,0,0,0,998,67.04,,,
Mahindra XUV500,Mahindra,XUV500,100000,Individual,Diesel,Manual,7,650000,6,15.1,0,0,0,0,1,0,0,2179,140,,,
BMW Z4,BMW,Z4,2000,Dealer,Petrol,Automatic,2,8250000,1,11.29,1,1,1,0,0,0,0,2998,335,,,
Maruti Wagon R,Maruti,Wagon R,10000,Individual,Petrol,Manual,5,500000,1,20.52,0,0,1,0,0,0,0,1197,81.8,,,
Maruti Alto,Maruti,Alto,43000,Individual,Petrol,Manual,5,140000,12,19.7,0,0,1,0,0,0,0,796,46.3,,,
Honda Amaze,Honda,Amaze,64000,Dealer,CNG,Manual,5,349000,8,18,1,0,0,0,0,1,0,1198,86.7,,,
Maruti Wagon R,Maruti,Wagon R,30000,Individual,Petrol,Manual,5,325000,7,20.51,0,0,1,0,0,0,0,998,67.06,,,
Honda City,Honda,City,63000,Dealer,Petrol,Manual,5,435000,7,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Maruti Celerio,Maruti,Celerio,28000,Dealer,CNG,Manual,5,455000,3,31.79,1,0,0,0,0,1,0,998,58.33,,,
Land Rover Rover,Land Rover,Rover,25000,Individual,Petrol,Automatic,7,6200000,3,9.17,0,1,1,0,0,0,0,2995,335.25,,,
Honda City,Honda,City,32226,Dealer,Petrol,Manual,5,755000,4,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Maruti Alto,Maruti,Alto,65000,Individual,Petrol,Manual,5,245000,7,23.95,0,0,1,0,0,0,0,998,67.05,,,
Kia Seltos,Kia,Seltos,14000,Dealer,Diesel,Manual,5,1350000,2,20.8,1,0,0,0,1,0,0,1493,113.4,,,
Renault KWID,Renault,KWID,15000,Individual,Petrol,Automatic,5,310000,3,24.04,0,1,1,0,0,0,0,999,67,,,
BMW 6,BMW,6,30000,Individual,Petrol,Automatic,4,5500000,3,14.28,0,1,1,0,0,0,0,1998,254.7,,,
Maruti Swift Dzire,Maruti,Swift Dzire,32000,Dealer,Diesel,Manual,5,675000,3,19.3,1,0,0,0,1,0,0,1248,73.9,,,
Maruti Wagon R,Maruti,Wagon R,30000,Individual,Petrol,Manual,5,500000,2,20.52,0,0,1,0,0,0,0,1197,81.8,,,
Hyundai i10,Hyundai,i10,25000,Individual,Petrol,Manual,5,300000,11,20.36,0,0,1,0,0,0,0,1197,78.9,,,
Mahindra Scorpio,Mahindra,Scorpio,35000,Individual,Diesel,Automatic,7,1450000,5,15.4,0,1,0,0,1,0,0,2179,120,,,
Mahindra Scorpio,Mahindra,Scorpio,140000,Individual,Diesel,Manual,8,530000,8,12.05,0,0,0,0,1,0,0,2179,120,,,
Ford Ecosport,Ford,Ecosport,65597,Trustmark Dealer,Diesel,Manual,5,575000,7,22.7,0,0,0,0,1,0,0,1498,89.84,,,
Hyundai i20,Hyundai,i20,35000,Individual,Petrol,Manual,5,550000,4,18.6,0,0,1,0,0,0,0,1197,81.83,,,
Maruti Ciaz,Maruti,Ciaz,160000,Individual,Diesel,Manual,5,500000,7,26.21,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Baleno,Maruti,Baleno,7124,Individual,Petrol,Manual,5,643000,1,21.01,0,0,1,0,0,0,0,1197,81.8,,,
Ford Ecosport,Ford,Ecosport,15000,Individual,Petrol,Manual,5,1000000,2,18.1,0,0,1,0,0,0,0,999,123.24,,,
Hyundai Grand,Hyundai,Grand,34000,Individual,Petrol,Manual,5,550000,5,18.9,0,0,1,0,0,0,0,1197,82,,,
Volkswagen Vento,Volkswagen,Vento,280000,Individual,Diesel,Manual,5,300000,10,20.54,0,0,0,0,1,0,0,1598,103.6,,,
Tata Tigor,Tata,Tigor,40000,Individual,Petrol,Manual,5,470000,3,20.3,0,0,1,0,0,0,0,1199,84,,,
Honda City,Honda,City,77000,Dealer,Diesel,Manual,5,525000,7,26,1,0,0,0,1,0,0,1498,98.6,,,
Datsun GO,Datsun,GO,15000,Individual,Petrol,Manual,7,469000,4,19.44,0,0,1,0,0,0,0,1198,67,,,
Maruti Alto,Maruti,Alto,60000,Individual,Petrol,Manual,5,210000,9,20.92,0,0,1,0,0,0,0,998,67.1,,,
Maruti Alto,Maruti,Alto,120000,Individual,Petrol,Manual,5,200000,8,22.74,0,0,1,0,0,0,0,796,47.3,,,
Renault KWID,Renault,KWID,2500,Individual,Petrol,Manual,5,400000,2,23.01,0,0,1,0,0,0,0,999,67,,,
Jaguar XF,Jaguar,XF,50000,Dealer,Diesel,Automatic,5,2150000,8,16.36,1,1,0,0,1,0,0,2179,187.7,,,
Maruti Celerio,Maruti,Celerio,46500,Individual,Petrol,Manual,5,340000,5,23.1,0,0,1,0,0,0,0,998,67.04,,,
Maruti Alto,Maruti,Alto,5000,Individual,Petrol,Manual,5,95000,16,19.7,0,0,1,0,0,0,0,796,46.3,,,
Maruti Swift,Maruti,Swift,68000,Individual,Diesel,Manual,5,381000,9,22.9,0,0,0,0,1,0,0,1248,74,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,45000,Dealer,Diesel,Automatic,5,775000,10,14.94,1,1,0,0,1,0,0,2143,204,,,
Maruti Swift Dzire,Maruti,Swift Dzire,20000,Individual,Diesel,Manual,5,700000,4,28.4,0,0,0,0,1,0,0,1248,74.02,,,
Maruti Ciaz,Maruti,Ciaz,106000,Dealer,Diesel,Manual,5,675000,4,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Honda City,Honda,City,28000,Dealer,Petrol,Automatic,5,670000,6,18,1,1,1,0,0,0,0,1497,117.3,,,
Mahindra XUV500,Mahindra,XUV500,50000,Individual,Diesel,Manual,7,1050000,3,16,0,0,0,0,1,0,0,2179,140,,,
BMW X5,BMW,X5,19000,Individual,Diesel,Automatic,5,7900000,2,13.38,0,1,0,0,1,0,0,2993,265,,,
Honda City,Honda,City,55000,Dealer,Petrol,Manual,5,360000,10,17,1,0,1,0,0,0,0,1497,118,,,
Ford Figo,Ford,Figo,53000,Individual,Diesel,Manual,5,400000,4,25.83,0,0,0,0,1,0,0,1498,99,,,
Hyundai Verna,Hyundai,Verna,89000,Dealer,Diesel,Manual,5,470000,7,22.32,1,0,0,0,1,0,0,1582,126.32,,,
Maruti Alto,Maruti,Alto,22000,Individual,Petrol,Manual,5,304000,3,24.7,0,0,1,0,0,0,0,796,47.3,,,
Honda City,Honda,City,69000,Dealer,Diesel,Manual,5,490000,7,26,1,0,0,0,1,0,0,1498,98.6,,,
Mahindra Scorpio,Mahindra,Scorpio,155000,Individual,Diesel,Manual,7,864000,5,15.4,0,0,0,0,1,0,0,1997,120,,,
Mahindra XUV500,Mahindra,XUV500,85000,Dealer,Diesel,Manual,7,480000,8,16,1,0,0,0,1,0,0,2179,140,,,
Maruti Wagon R,Maruti,Wagon R,3600,Dealer,Petrol,Automatic,5,575000,2,20.52,1,1,1,0,0,0,0,1197,81.8,,,
Maruti Baleno,Maruti,Baleno,5000,Individual,Petrol,Automatic,5,686000,2,21.4,0,1,1,0,0,0,0,1197,83.1,,,
Toyota Innova,Toyota,Innova,143000,Dealer,Diesel,Manual,7,780000,6,12.99,1,0,0,0,1,0,0,2494,100,,,
Audi A6,Audi,A6,24000,Dealer,Diesel,Automatic,5,3490000,3,17.68,1,1,0,0,1,0,0,1968,174.33,,,
MG Hector,MG,Hector,28000,Dealer,Diesel,Manual,5,1699000,2,17.41,1,0,0,0,1,0,0,1956,167.68,,,
Maruti Swift,Maruti,Swift,44000,Individual,Diesel,Manual,5,800000,2,28.4,0,0,0,0,1,0,0,1248,74,,,
Maruti Baleno,Maruti,Baleno,10000,Individual,Petrol,Automatic,5,680000,3,21.4,0,1,1,0,0,0,0,1197,83.1,,,
Toyota Fortuner,Toyota,Fortuner,200000,Individual,Diesel,Manual,7,1200000,11,11.5,0,0,0,0,1,0,0,2982,171,,,
Toyota Innova,Toyota,Innova,187031,Dealer,Diesel,Manual,8,525000,9,12.99,1,0,0,0,1,0,0,2494,100,,,
Ford Ecosport,Ford,Ecosport,22346,Dealer,Petrol,Manual,5,955000,2,17,1,0,1,0,0,0,0,1497,121.36,,,
Hyundai i20,Hyundai,i20,120000,Individual,Diesel,Manual,5,350000,9,21.9,0,0,0,0,1,0,0,1396,90,,,
Maruti Vitara,Maruti,Vitara,1000,Dealer,Petrol,Manual,5,800000,1,17.03,1,0,1,0,0,0,0,1462,103.26,,,
Maruti Alto,Maruti,Alto,56700,Individual,Petrol,Manual,5,75000,16,19.7,0,0,1,0,0,0,0,796,46.3,,,
Mahindra XUV500,Mahindra,XUV500,170000,Individual,Diesel,Manual,7,825000,6,16,0,0,0,0,1,0,0,2179,140,,,
Mahindra Marazzo,Mahindra,Marazzo,60000,Individual,Diesel,Manual,8,1476000,2,17.3,0,0,0,0,1,0,0,1497,121,,,
Honda Jazz,Honda,Jazz,40000,Dealer,Petrol,Automatic,5,670000,3,18.2,1,1,1,0,0,0,0,1199,88.7,,,
Maruti Alto,Maruti,Alto,28000,Dealer,Petrol,Manual,5,180000,9,19.7,1,0,1,0,0,0,0,796,46.3,,,
Hyundai Grand,Hyundai,Grand,35000,Individual,Petrol,Manual,5,490000,4,18.9,0,0,1,0,0,0,0,1197,81.86,,,
Maruti Baleno,Maruti,Baleno,20000,Individual,Petrol,Manual,5,550000,4,21.4,0,0,1,0,0,0,0,1197,83.1,,,
Hyundai i10,Hyundai,i10,40000,Individual,Petrol,Manual,5,350000,7,20.36,0,0,1,0,0,0,0,1197,78.9,,,
Toyota Innova,Toyota,Innova,35000,Individual,Diesel,Manual,8,1500000,2,13.68,0,0,0,0,1,0,0,2393,147.8,,,
Ford Figo,Ford,Figo,74000,Dealer,Diesel,Manual,5,190000,9,20,1,0,0,0,1,0,0,1399,68.05,,,
Renault Duster,Renault,Duster,46500,Individual,Diesel,Manual,5,460000,7,20.45,0,0,0,0,1,0,0,1461,83.8,,,
Maruti Swift,Maruti,Swift,8000,Dealer,Petrol,Automatic,5,650000,2,21.21,1,1,1,0,0,0,0,1197,81.8,,,
Maruti Ciaz,Maruti,Ciaz,120000,Individual,Diesel,Manual,5,700000,5,28.09,0,0,0,0,1,0,0,1248,88.5,,,
Maruti Swift,Maruti,Swift,34000,Individual,Petrol,Manual,5,455000,4,20.4,0,0,1,0,0,0,0,1197,81.8,,,
Maruti Swift,Maruti,Swift,54000,Dealer,Petrol,Manual,5,365000,7,22,1,0,1,0,0,0,0,1197,81.8,,,
Maruti Swift Dzire,Maruti,Swift Dzire,11275,Dealer,Petrol,Manual,5,470000,7,19.1,1,0,1,0,0,0,0,1197,85.8,,,
Toyota Fortuner,Toyota,Fortuner,35000,Dealer,Diesel,Automatic,7,2950000,3,12.9,1,1,0,0,1,0,0,2755,174.5,,,
Maruti Swift,Maruti,Swift,48000,Individual,Diesel,Manual,5,400000,9,22.9,0,0,0,0,1,0,0,1248,74,,,
Renault Duster,Renault,Duster,68000,Dealer,Diesel,Manual,5,550000,6,19.87,1,0,0,0,1,0,0,1461,83.8,,,
Honda Civic,Honda,Civic,23000,Dealer,Petrol,Automatic,5,1519000,2,13.9,1,1,1,0,0,0,0,1799,130.2,,,
Maruti Swift Dzire,Maruti,Swift Dzire,31500,Individual,Diesel,Automatic,5,740000,3,28.4,0,1,0,0,1,0,0,1248,74.02,,,
Honda Amaze,Honda,Amaze,73000,Dealer,Diesel,Manual,5,325000,8,25.8,1,0,0,0,1,0,0,1498,98.6,,,
Hyundai Grand,Hyundai,Grand,10000,Individual,Petrol,Automatic,5,600000,1,20.7,0,1,1,0,0,0,0,1197,81.86,,,
Honda Amaze,Honda,Amaze,208000,Individual,Diesel,Manual,5,300000,8,25.8,0,0,0,0,1,0,0,1498,98.6,,,
Hyundai i10,Hyundai,i10,30000,Individual,Petrol,Manual,5,300000,11,20.36,0,0,1,0,0,0,0,1197,78.9,,,
Maruti Wagon R,Maruti,Wagon R,83000,Dealer,CNG,Manual,5,345000,5,26.6,1,0,0,0,0,1,0,998,58.16,,,
